k,model,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_specificity,std_specificity,mean_f1,std_f1,mean_roc_auc,std_roc_auc
100,gradient_boosting,0.8176984126984127,0.06098012141559677,0.847456602763995,0.06704834219778663,0.9341666666666667,0.0515807230237646,0.4666666666666667,0.2699794230842212,0.8858846498973211,0.03559759455745553,0.7803981481481481,0.1078431141053759
100,xgboost,0.7996031746031745,0.05760970014694059,0.8395404728779908,0.05195449878316275,0.9122222222222222,0.05718715214425676,0.4600000000000001,0.20319667538837563,0.8724852927991957,0.036340464255286586,0.7806851851851851,0.09840971609664478
300,naive_bayes,0.7665873015873016,0.09135982451769077,0.8689114326200877,0.05487401794313789,0.8127777777777778,0.0910179062561827,0.6266666666666666,0.17178798302300166,0.8378386107540973,0.06554548636887024,0.7471574074074075,0.13511652270727217
300,knn,0.782936507936508,0.04801718481744735,0.8265012990607248,0.04398904776783259,0.9052777777777778,0.06164476588076093,0.4133333333333334,0.17838784213679537,0.8619686223673011,0.031156876180121258,0.7511898148148148,0.11724817242821828
300,decision_tree,0.7714285714285715,0.05702368525684841,0.8334594189139718,0.05797258285331053,0.8769444444444444,0.060144501919220425,0.4533333333333333,0.21868292622475635,0.8522076337274538,0.036348740019764514,0.6651388888888888,0.10275234294886654
300,random_forest,0.8346031746031747,0.06398341621873911,0.8503927486538692,0.05681172557598341,0.9519444444444446,0.041500594968217626,0.48,0.21868292622475635,0.8970413338380702,0.03827445157078556,0.8162962962962963,0.10264753175324919
300,gradient_boosting,0.8343650793650793,0.046137057967688314,0.8514517849202627,0.04843756325717023,0.9495833333333333,0.04127617949649847,0.48666666666666664,0.19561867668161612,0.8963920761127835,0.027709028468475953,0.8176574074074073,0.08269496282033957
300,xgboost,0.8244444444444445,0.046027367060462177,0.8458885248275374,0.05084441361441955,0.9430555555555555,0.035816102661743406,0.4666666666666666,0.20439612955674522,0.8903505361795758,0.02649133020272012,0.8065185185185186,0.08892887989293662
500,naive_bayes,0.7598412698412698,0.10015181220291694,0.8759973209732206,0.0540599606337771,0.7926388888888889,0.10764032257109728,0.6599999999999999,0.16451950239004087,0.829261759260468,0.07481127653850285,0.7555787037037038,0.11776390854529328
500,knn,0.7765079365079365,0.06693370553961431,0.823374496253838,0.041228545122160745,0.8968055555555556,0.07936391120172044,0.4133333333333333,0.15143755588800728,0.8565503919584561,0.046367755588396696,0.7474583333333333,0.09968683484798585
500,decision_tree,0.7512698412698413,0.09294541998395593,0.8238690902191085,0.06173811938596318,0.8523611111111112,0.08714887662804875,0.4466666666666666,0.20231987873991358,0.836193211356073,0.06633517798058104,0.6495138888888888,0.12062004243634505
500,random_forest,0.8246031746031747,0.06025268033480622,0.8438842598088317,0.05715428331859919,0.9475,0.0443479856043146,0.4533333333333334,0.23247461032216923,0.8910095185416325,0.035292146390735184,0.813486111111111,0.1059688992124984
500,gradient_boosting,0.8161904761904761,0.04881591131259266,0.8371566028145854,0.04649998555720612,0.9430555555555555,0.04660131005417587,0.4333333333333333,0.19832633040858025,0.8854606675649986,0.02930535468108594,0.8109722222222222,0.08821392319161396
500,xgboost,0.8178571428571428,0.053940527424805665,0.8385828596971365,0.04979774644167942,0.9430555555555555,0.040961627632109615,0.44000000000000006,0.19821424996424675,0.8865579061827005,0.032803355129591524,0.8174537037037037,0.08708815726887521
750,naive_bayes,0.7151587301587301,0.10110154822586007,0.8777296958574882,0.056369342126307426,0.722361111111111,0.11718214493937458,0.6933333333333334,0.15832456116050558,0.787831373811317,0.08236870458044343,0.771087962962963,0.09879704096095493
750,knn,0.8013492063492063,0.05283479436022179,0.824794299029155,0.0453927114451971,0.9384722222222223,0.05082669203732217,0.3866666666666666,0.18330302779823363,0.8765837179882119,0.03241162313915003,0.7724444444444445,0.10047776132688271
750,decision_tree,0.7547619047619047,0.08831375729687395,0.8304772207424792,0.05339503819924314,0.8480555555555556,0.09972222222222224,0.4733333333333333,0.18487232831816067,0.8363420931906379,0.06710455165502367,0.6606944444444445,0.10567254116746756
750,random_forest,0.8246031746031747,0.058853367115753674,0.8360164988411528,0.0509137530692401,0.9586111111111112,0.039722222222222214,0.42000000000000004,0.2066666666666667,0.8920235070390774,0.034910431423552546,0.8213703703703704,0.10646122834764511
750,gradient_boosting,0.8243650793650794,0.05910759243103373,0.8389153886211387,0.053870325643158704,0.9540277777777778,0.03923678711315394,0.4333333333333334,0.21756225162774295,0.8915020676571777,0.035140182012421375,0.8176481481481481,0.09841424619736382
750,xgboost,0.8128571428571428,0.04572668482642732,0.8345871783166185,0.04312617586279686,0.9406944444444445,0.04142545923510691,0.42666666666666675,0.17688665548562132,0.8833197231519593,0.027828410032267433,0.8203796296296296,0.10010348255077273
