k,model,class,precision,recall,f1_score,support
50,random_forest,Healthy,0.6831683168316832,0.46,0.549800796812749,150.0
50,random_forest,PD,0.8386454183266933,0.9293598233995585,0.881675392670157,453.0
50,gradient_boosting,Healthy,0.673469387755102,0.44,0.532258064516129,150.0
50,gradient_boosting,PD,0.8336633663366336,0.9293598233995585,0.8789144050104384,453.0
50,xgboost,Healthy,0.6481481481481481,0.4666666666666667,0.5426356589147286,150.0
50,xgboost,PD,0.8383838383838383,0.9161147902869757,0.8755274261603375,453.0
100,naive_bayes,Healthy,0.5193370165745856,0.6266666666666667,0.56797583081571,150.0
100,naive_bayes,PD,0.8672985781990521,0.8079470198675497,0.8365714285714285,453.0
100,knn,Healthy,0.5161290322580645,0.4266666666666667,0.46715328467153283,150.0
100,knn,PD,0.8204592901878914,0.8675496688741722,0.8433476394849786,453.0
100,decision_tree,Healthy,0.45517241379310347,0.44,0.44745762711864406,150.0
100,decision_tree,PD,0.8165938864628821,0.82560706401766,0.8210757409440176,453.0
100,random_forest,Healthy,0.6836734693877551,0.44666666666666666,0.5403225806451613,150.0
100,random_forest,PD,0.8356435643564356,0.9315673289183223,0.8810020876826722,453.0
100,gradient_boosting,Healthy,0.7,0.4666666666666667,0.56,150.0
100,gradient_boosting,PD,0.8409542743538767,0.9337748344370861,0.8849372384937239,453.0
100,xgboost,Healthy,0.6330275229357798,0.46,0.5328185328185329,150.0
100,xgboost,PD,0.8360323886639676,0.9116997792494481,0.8722280887011615,453.0
300,naive_bayes,Healthy,0.5251396648044693,0.6266666666666667,0.5714285714285714,150.0
300,naive_bayes,PD,0.8679245283018868,0.8123620309050773,0.8392246294184721,453.0
300,knn,Healthy,0.5904761904761905,0.41333333333333333,0.48627450980392156,150.0
300,knn,PD,0.8232931726907631,0.9050772626931567,0.8622502628811777,453.0
300,decision_tree,Healthy,0.5483870967741935,0.4533333333333333,0.49635036496350365,150.0
300,decision_tree,PD,0.8288100208768268,0.8763796909492274,0.851931330472103,453.0
300,random_forest,Healthy,0.7659574468085106,0.48,0.5901639344262295,150.0
300,random_forest,PD,0.8467583497053045,0.9514348785871964,0.896049896049896,453.0
300,gradient_boosting,Healthy,0.7604166666666666,0.4866666666666667,0.5934959349593496,150.0
300,gradient_boosting,PD,0.8481262327416174,0.9492273730684326,0.8958333333333334,453.0
300,xgboost,Healthy,0.7291666666666666,0.4666666666666667,0.5691056910569106,150.0
300,xgboost,PD,0.8422090729783037,0.9426048565121413,0.8895833333333333,453.0
500,naive_bayes,Healthy,0.5129533678756477,0.66,0.577259475218659,150.0
500,naive_bayes,PD,0.875609756097561,0.7924944812362031,0.831981460023175,453.0
500,knn,Healthy,0.5688073394495413,0.41333333333333333,0.47876447876447875,150.0
500,knn,PD,0.8218623481781376,0.8962472406181016,0.8574445617740233,453.0
500,decision_tree,Healthy,0.5,0.44666666666666666,0.47183098591549294,150.0
500,decision_tree,PD,0.8230277185501066,0.8520971302428256,0.8373101952277657,453.0
500,random_forest,Healthy,0.7391304347826086,0.4533333333333333,0.5619834710743802,150.0
500,random_forest,PD,0.8395303326810176,0.9470198675496688,0.8900414937759336,453.0
500,gradient_boosting,Healthy,0.7142857142857143,0.43333333333333335,0.5394190871369294,150.0
500,gradient_boosting,PD,0.833984375,0.9426048565121413,0.8849740932642487,453.0
500,xgboost,Healthy,0.717391304347826,0.44,0.5454545454545454,150.0
500,xgboost,PD,0.8356164383561644,0.9426048565121413,0.8858921161825726,453.0
750,naive_bayes,Healthy,0.45217391304347826,0.6933333333333334,0.5473684210526316,150.0
750,naive_bayes,PD,0.8766756032171582,0.7218543046357616,0.7917675544794189,453.0
750,knn,Healthy,0.6744186046511628,0.38666666666666666,0.4915254237288136,150.0
750,knn,PD,0.8220502901353965,0.9381898454746137,0.8762886597938144,453.0
750,decision_tree,Healthy,0.5071428571428571,0.47333333333333333,0.4896551724137931,150.0
750,decision_tree,PD,0.8293736501079914,0.847682119205298,0.8384279475982532,453.0
750,random_forest,Healthy,0.7682926829268293,0.42,0.5431034482758621,150.0
750,random_forest,PD,0.8330134357005758,0.9580573951434879,0.891170431211499,453.0
750,gradient_boosting,Healthy,0.7558139534883721,0.43333333333333335,0.5508474576271186,150.0
750,gradient_boosting,PD,0.8355899419729207,0.9536423841059603,0.8907216494845361,453.0
750,xgboost,Healthy,0.7032967032967034,0.4266666666666667,0.5311203319502075,150.0
750,xgboost,PD,0.83203125,0.9403973509933775,0.8829015544041451,453.0
